name,state,city,office_address,telephone,email
Plainfield,Massachusetts,TRUE,348 MAIN ST 01070,413-634-5420,townclerk@town.plainfield.ma.us
Plainville,Massachusetts,TRUE,"190 SOUTH ST
PLAINVILLE, MA 02762",508-576-8453,erobertson@plainville.ma.us
Plymouth,Massachusetts,TRUE,26 COURT STREET 02360,508-747-1620,lpizer@townhall.plymouth.ma.us
Plympton,Massachusetts,TRUE,5 PALMER ROAD 02367,781-585-3220,town_clerk@town.plympton.ma.us
Princeton,Massachusetts,TRUE,"6 TOWN HALL DRIVE
PRINCETON, MA 01541",978-464-2103,townclerk@town.princeton.ma.us
Provincetown,Massachusetts,TRUE,"260 COMMERCIAL ST
PROVINCETOWN, MA 02657",508-487-7013,dvanalstyne@provincetown-ma.gov
Quincy,Massachusetts,TRUE,"1305 HANCOCK STREET
QUINCY, MA 02169",617-376-1131,ncrispo@quincyma.gov
Randolph,Massachusetts,TRUE,41 SOUTH MAIN ST 02368,781-961-0900,csass@randolph-ma.gov
Raynham,Massachusetts,TRUE,"558 SOUTH MAIN ST.
RAYNHAM 02767",508-824-2700,msilvia@town.raynham.ma.us
Reading,Massachusetts,TRUE,"16 LOWELL STREET
READING, MA 01867",781-942-9050,lgemme@ci.reading.ma.us
Rehoboth,Massachusetts,TRUE,148R PECK ST 02769,508-252-6502,LSchwall@town.rehoboth.ma.us
Revere,Massachusetts,TRUE,"281 BROADWAY
P.O. BOX 246 02151",781-286-8200,dcolella@revere.org
Richmond,Massachusetts,TRUE,1529 STATE RD 01254,413-553-7793,clerk@richmondma.org
Rochester,Massachusetts,TRUE,1 CONSTITUTION WAY 02770,5087633871 x17,
Rockland,Massachusetts,TRUE,242 UNION ST 02370,781-871-1874,dshortall@rockland-ma.gov
Rockport,Massachusetts,TRUE,"P.O. BOX 429
ROCKPORT, MA 01966",978-546-6894,pbrown@rockportma.gov
Rowe,Massachusetts,TRUE,"PO BOX 308
ROWE 01367",413-339-5520,townclerk@rowe-ma.gov
Rowley,Massachusetts,TRUE,PO BOX 351 01969,978-948-2081,townclerk@townofrowley.org
Royalston,Massachusetts,TRUE,"P.O. BOX 127
ROYALSTON 01368",978-249-0493,townclerk@royalston-ma.gov
Russell,Massachusetts,TRUE,65 MAIN ST 01071,413-862-6207,RUSSELLTOWNCLERK@RUSSELLMA.NET
Rutland,Massachusetts,TRUE,250 MAIN STREET 01543,508-886-4100,acarlson@townofrutland.org
Salem,Massachusetts,TRUE,93 WASHINGTON ST 01970,978-745-9595,isimons@salem.com
Salisbury,Massachusetts,TRUE,5 BEACH ROAD 01952,978-462-1145,townclerk@salisburyma.gov
Sandisfield,Massachusetts,TRUE,"66 SANDISFIELD RD
P O BOX 163 01255",413-258-4711,sandisfieldtownclerk@verizon.net
Sandwich,Massachusetts,TRUE,145 MAIN ST 02563,508-888-0340,twhite@sandwichmass.org
Saugus,Massachusetts,TRUE,298 CENTRAL ST #7 01906,781-231-4104,eschena@saugus-ma.gov
Savoy,Massachusetts,TRUE,"720 MAIN RD
SAVOY MA 01256",413-743-3759,savoytownclerk@gmail.com
Scituate,Massachusetts,TRUE,600 C J CUSHING WAY 02066,781-545-8743,kgardner@scituatema.gov
Seekonk,Massachusetts,TRUE,100 PECK ST 02771,508-336-2920,fcraig@seekonk-ma.gov
Sharon,Massachusetts,TRUE,90 SOUTH MAIN ST 02067,781-784-1500,mchused@townofsharon.org
Sheffield,Massachusetts,TRUE,21 DEPOT SQUARE 01257,413-229-7000,fjoyce@sheffieldma.gov
Shelburne,Massachusetts,TRUE,"51 BRIDGE ST
SHELBURNE MA 01370",413-625-0300,townclerk@townofshelburnema.gov
Sherborn,Massachusetts,TRUE,19 WASHINGTON STREET 01770,508-651-7853,Carole.Marple@sherbornma.org
Shirley,Massachusetts,TRUE,7 KEADY WAY 01464,978-425-2600,clerk@shirley-ma.gov
Shrewsbury,Massachusetts,TRUE,100 MAPLE AVE 01545,508-841-8507,swright@shrewsburyma.gov
Shutesbury,Massachusetts,TRUE,"1 COOLEYVILLE ROAD
P.O. BOX 264 01072",413-259-1204,townclerk@shutesbury.org
Somerset,Massachusetts,TRUE,140 WOOD STREET 02726,508-646-2818,dberge@town.somerset.ma.us
Somerville,Massachusetts,TRUE,93 HIGHLAND AVE 02143,617-625-6600,nsalerno@somervillema.gov
South Hadley,Massachusetts,TRUE,"116 MAIN ST
ROOM 107 01075",413-538-5017,chamlin@southhadleyma.gov
Southampton,Massachusetts,TRUE,"210 COLLEGE HWY S2
SOUTHAMPTON, MASS 01073",413-527-8392,townclerk@townofsouthampton.org
Southborough,Massachusetts,TRUE,17 COMMON ST 01772,508-485-0710,townclerk@southboroughma.com
Southbridge,Massachusetts,TRUE,41 ELM ST 01550,508-764-5408,mbonadies@southbridgemass.org
Southwick,Massachusetts,TRUE,"454 COLLEGE HIGHWAY
SOUTHWICK MASS 01077",413-569-5504,treasurer@southwickma.net
Spencer,Massachusetts,TRUE,157 MAIN ST 01562,508-885-7500,ltorti@spencerma.gov
Springfield,Massachusetts,TRUE,"36 COURT ST
GROUND FLOOR ROOM 8 01103",413-787-6190,elections@springfieldcityhall.com
Sterling,Massachusetts,TRUE,"BUTTERICK BLDG, #113
1 PARK ST 01564",978-422-8111,townclerk@sterling-ma.gov
Stockbridge,Massachusetts,TRUE,PO BOX 417 01262,413-298-4170,clerk@townofstockbridge.com
Stoneham,Massachusetts,TRUE,35 CENTRAL ST 02180,781-279-2650,msagarino@stoneham-ma.gov
Stoughton,Massachusetts,TRUE,"10 PEARL ST.
STOUGHTON, MA 02072",781-341-1300,scarrara@stoughton-ma.gov
Stow,Massachusetts,TRUE,380 GREAT ROAD 01775-2127,978-897-5034,townclerk@stow-ma.gov
Sturbridge,Massachusetts,TRUE,308 MAIN STREET 01566,508-347-2510,townclerk@town.sturbridge.ma.us
Sudbury,Massachusetts,TRUE,322 CONCORD RD. 01776,978-639-3351,clerk@sudbury.ma.us
Sunderland,Massachusetts,TRUE,12 SCHOOL STREET 01375,413-665-1442,townclerk@townofsunderland.us
Sutton,Massachusetts,TRUE,"4 UXBRIDGE RD
SUTTON MA 01590",508-865-8725,l.caruso@town.sutton.ma.us
Swampscott,Massachusetts,TRUE,22 MONUMENT AVE 01907,781-596-4167,sduplin@swampscottma.gov
Swansea,Massachusetts,TRUE,"81 MAIN ST
SWANSEA 02777",508-678-9389,dpelland@town.swansea.ma.us
Taunton,Massachusetts,TRUE,"141 OAK ST
TEMPORARY CITY HALL 02780",508-821-1044,kandrade@taunton-ma.gov
Templeton,Massachusetts,TRUE,"160 PATRIOTS RD
P.O. BOX 620 01438",978-894-2758,townclerk@templeton1.org
Tewksbury,Massachusetts,TRUE,"1009 MAIN STREET
TOWN HALL 01876",978-640-4355,townclerk@tewksbury-ma.gov
Tisbury,Massachusetts,TRUE,"PO BOX 606
51 SPRING ST 02568",508-696-4215,hconklin@tisburyma.gov
Tolland,Massachusetts,TRUE,241 W GRANVILLE RD 01034,413-258-4794,townclerk@tolland-ma.gov
Topsfield,Massachusetts,TRUE,8 WEST COMMON ST 01983,978-887-1505,clerk@topsfield-ma.gov
Townsend,Massachusetts,TRUE,"272 MAIN ST
TOWNSEND , MA 01469",978-597-1704,kspofford@townsend.ma.us
Truro,Massachusetts,TRUE,"PO BOX 2012
24 TOWN HALL RD 02666-2012",508-349-7004,cslade@truro-ma.gov
Tyngsborough,Massachusetts,TRUE,25 BRYANTS LANE 01879,978-649-2300,jshifres@tyngsboroughma.gov
Tyringham,Massachusetts,TRUE,"P.O. BOX 442
116 MAIN RD 01264",413-243-1749,TOWNCLERK@BCN.NET
Upton,Massachusetts,TRUE,"1 MAIN ST
BOX 11 01568",508-529-3565,kmcelreath@uptonma.gov
Uxbridge,Massachusetts,TRUE,"21 SOUTH MAIN ST
UXBRIDGE, MA 01569",508-278-8600,kcote@uxbridge-ma.gov
Wakefield,Massachusetts,TRUE,1 LAFAYETTE ST. 01880,781-246-6383,bsheeran@wakefield.ma.us
Wales,Massachusetts,TRUE,"3 HOLLOW ROAD
PO BOX 834 01081-0834",413-245-7571,townclerk@townofwales.net
Walpole,Massachusetts,TRUE,135 SCHOOL ST 02081,508-660-7296,townclerk@walpole-ma.gov
Waltham,Massachusetts,TRUE,610 MAIN STREET 02452,781-314-3120,eeaton@city.waltham.ma.us
Ware,Massachusetts,TRUE,"126 MAIN ST.
WARE, MA 01082",413-967-9648,ntalbot@townofware.com
Wareham,Massachusetts,TRUE,54 MARION ROAD 02571,508-291-3100,mbissonnette@wareham.ma.us
Warren,Massachusetts,TRUE,"48 HIGH STREET
PO BOX 603 01083",413-436-5701,lowell@warren-ma.gov
Warwick,Massachusetts,TRUE,"12 ATHOL RD
WARWICK, MA 01378",978-544-8304,townclerk@town.warwick.ma.us
Washington,Massachusetts,TRUE,8 SUMMIT HILL RD 01223,413-623-8878,washingtontownclerk@yahoo.com
Watertown,Massachusetts,TRUE,"149 MAIN STREET
WATERTOWN 02472",617-972-6486,jflynn@watertown-ma.gov
Wayland,Massachusetts,TRUE,"41 COCHITUATE ROAD
WAYLAND, MA 01778",508-358-3631,aludwig@wayland.ma.us
Webster,Massachusetts,TRUE,"350 MAIN ST SUITE 3
WEBSTER 01570",508-949-3800,bcraver@webster-ma.gov
Wellesley,Massachusetts,TRUE,525 WASHINGTON ST 02482,781-431-1019,kckato@wellesleyma.gov
Wellfleet,Massachusetts,TRUE,300 MAIN STREET 02667,508-349-0301,jennifer.congel@wellfleet-ma.gov
Wendell,Massachusetts,TRUE,"59 LOCKES VILLAGE RD
WENDELL 01379",978-544-3395,townclerk@wendellmass.us
Wenham,Massachusetts,TRUE,"138 MAIN STREET
WENHAM MA 01984",978-468-5520,dbucco@wenhamma.gov
West Boylston,Massachusetts,TRUE,"140 WORCESTER ST
MASSACHUSETTS 01583",774-261-4021,enovia@westboylston-ma.gov
West Bridgewater,Massachusetts,TRUE,"65 NORTH MAIN ST
WEST BRIDGEWATER 02379",508-894-1167,aiannitelli@wbridgewater.com
West Brookfield,Massachusetts,TRUE,"2 E. MAIN ST
WEST BROOKFIELD 01585",508-867-1421,sallen@wbrookfield.com
West Newbury,Massachusetts,TRUE,"381 MAIN ST
TOWN OFFICE BUILDING 01985",978-363-1100,mmccarron@wnewbury.org
West Springfield,Massachusetts,TRUE,"26 CENTRAL ST
SUITE 8 01089",413-263-3012,ofrizzell@tows.org
West Stockbridge,Massachusetts,TRUE,"21 STATE LINE RD
WEST STOCKBRIDGE 01266",413-232-0300,clerk@weststockbridge-ma.gov
West Tisbury,Massachusetts,TRUE,BOX 278 02575,508-696-0148,townclerk@westtisbury-ma.gov
Westborough,Massachusetts,TRUE,"34 WEST MAIN STREET
WESTBOROUGH, MA 01581",508-366-3020,wmickel@town.westborough.ma.us
Westfield,Massachusetts,TRUE,"59 COURT STREET
ROOM 210 01085",413-572-6266,k.fanion@cityofwestfield.org
Westford,Massachusetts,TRUE,"55 MAIN STREET
WESTFORD, MA 01886",978-692-5515,townclerk@westfordma.gov
Westhampton,Massachusetts,TRUE,"ONE SOUTH RD
WESTHAMPTON 01027",413-203-3080,clerk@westhamptonma.org
Westminster,Massachusetts,TRUE,"11 SOUTH STREET
WESTMINSTER 01473",978-874-7406,esheehan@westminster-ma.gov
Weston,Massachusetts,TRUE,"P.O. BOX 378
11 TOWN HOUSE ROAD 02493",781-786-5010,davenport.d@westonmass.org
Westport,Massachusetts,TRUE,"816 MAIN RD
WESTPORT 02790",508-636-1001,clerk@westport-ma.gov
Westwood,Massachusetts,TRUE,580 HIGH ST 02090,781-326-3964,dpowers@townhall.westwood.ma.us
Weymouth,Massachusetts,TRUE,75 MIDDLE ST. 02189,781-340-5017,kderee@weymouth.ma.us
Whately,Massachusetts,TRUE,4 SANDY LANE 01093,413-665-4400,townclerk@whately.org
Whitman,Massachusetts,TRUE,"P O BOX 426
54 SOUTH AVENUE 02382",781-618-9710,dawn.varley@whitman-ma.gov
Wilbraham,Massachusetts,TRUE,240 SPRINGFIELD ST 01095,413-596-2800,ctardif@wilbraham-ma.gov
Williamsburg,Massachusetts,TRUE,"141 MAIN ST, POB 447
HAYDENVILLE 01039-0447",413-268-8402,townclerk@burgy.org
Williamstown,Massachusetts,TRUE,"31 NORTH ST
WILLIAMSTOWN 01267",413-458-9341,mkennedy@williamstown.net
Wilmington,Massachusetts,TRUE,121 GLEN RD 01887,978-658-2030,ctouma-conway@wilmingtonma.gov
Winchendon,Massachusetts,TRUE,"109 FRONT ST
DEPT. 3 01475",978-297-2766,wstevens@townofwinchendon.com
Winchester,Massachusetts,TRUE,"71 MOUNT VERNON
TOWN HALL 01890",781-721-7130,townclerk@winchester.us
Windsor,Massachusetts,TRUE,"1890 RTE 9, SUITE 2
WINDSOR 01270",413-684-3811,windsortownclerk@gmail.com
Winthrop,Massachusetts,TRUE,"1 METCALF SQUARE
TOWN HALL 02152",617-846-1742,cvitale@town.winthrop.ma.us
Woburn,Massachusetts,TRUE,10 COMMON ST 01801,781-897-5850,wcampbell@cityofwoburn.com
Worcester,Massachusetts,TRUE,455 MAIN ST RM 208 01608,508-799-1134,elections@worcesterma.gov
Worthington,Massachusetts,TRUE,"PO BOX 247
160 HUNTINGTON RD 01098",413-238-5577,townclerk@worthington-ma.us
Wrentham,Massachusetts,TRUE,"79 SOUTH ST
WRENTHAM, MA 02093",508-384-5415,cthompson@wrentham.ma.us
Yarmouth,Massachusetts,TRUE,"1146 ROUTE 28
SO. YARMOUTH, MA 02664",508-398-2231,pgaudet@yarmouth.ma.us
